text,category,target,source
YouTube-এর পরিষেবার শর্তাবলীর আপডেট,updates,2,real
"প্রেমিকি আমের গিফট ভাউচারে আপনার কনভ্রেস্টোল্যায়ন-এ আমরা ৫০% ছাড় দিচ্ছি। জুনিয়ার ২০২২তে ভাইয়ার, তারা বিনা কটির প্রতি।

ইমেইলের শেষে 'একট",promotions,4,synthetic
"একটি পেজ 'Bangla Tech' এর ফেসবুকে পাসচারী সিমরিন একটি কমেন্ট পাঠিয়েছে। ""CSE-403 Internet Networking & Web design"" গ",social,5,synthetic
"তানিয়াকন্যার জন্য দেখা করার পরিকল্পনা:

তানিয়াকন্যা,
চট্টগ্রাম, কামুখালি উপজেলা

আপনি আমার জন্য ১১৯২৭৭৬৪২৩ নাম্বারে টেলিফোনের সঙ্গে যোগায",primary,0,synthetic
আনলাইন ব্যাংকিং পেমেন্ট এর মাধ্যমে পারচের করলেই ১৫% ছাড়।,promotions,4,real
"একটি ছবি ট্যাগ করে কিছু ব্যক্তিদের পেজ 'Bangla Tech' যোগাইবার জন্য মনে করছি। সেইভাবে:

platform:",social,5,synthetic
শুরু হয়ে গেলো সবচেয়ে বড় বৈশাখী মেলা !,promotions,4,real
স্বাস্থ্য বীমা পেতে ডায়াল *28477*100#,spam,1,real
নতুন ডক 2020-02-10 11.32.09.pdf,important,3,real
"ঘনিষ্ঠ বন্ধু আরিফকে,

আমি এই ইমেইলটি লিখেছি জিজ্ঞাসা করেন, আপনার Facebook পেইজটি থেকে বাইরে উঠোন-আসোন কিছু হয়েছে?

আমরা আপনারছড়াসনের Recent Posts এবং Updates-এর নতুনব",primary,0,synthetic
Kickstarter-এ আমাদের নতুন ডিজিটাল মার্কেটিং ই-ডিগ্রী ফিরে নিন,updates,2,real
নিজের কিচেন থেকেই আয়ের সুযোগ! 👩🏼‍🍳,promotions,4,real
"নতুন গ্রুপ প্রাইভেট গ্রুপে একটি নতুন পোস্ট করা হয়েছে।

Barishal University Students গ্রুপের মধ্য",social,5,synthetic
আপনার গোপোনীয়তা নীতির হাল নাগাদ,spam,1,real
"platform: Twitter (X) · action: গ্রুপে নতুন পোস্ট · who: মানুহ আলি

মানুহ আলি,
শক্তিশালী অবস্থায়, আ",social,5,synthetic
<#> NEVER share your Verification Code and PIN with anyone. bKash never asks for these. Verification Code: 027747. Expiry: 30 seconds. UID: wgBmYWuOA+X,updates,2,real
নিরাপত্তা সতর্কীকরণ,important,3,real
"scheme: ডাওয়ার্স ডিগুজের শীঘ্রই সুযোগ শেয়ার করুন

lure: অতিরিক্ত সময়ের জন্য একটি খুবই সাহসিকা যৌথের যোগ্যতা

urgency: ১০% প্রদানের জন্য, ১০%কেইব",spam,1,synthetic
"platform: TikTok · action: লাইভে এসেছে · who: ১৮ জন

এসবি, আগরালে আমি এটা ভুলই না পড়ি।

TikTok এখনও মেয",social,5,synthetic
একটি পেজ 'Bangla Tech' দিয়ে লাইভে আসেনি। সুন্দর ব্যাখ্যা করেছেন। আমি এর জন্য একটি নতু,social,5,synthetic
১৫ ই আগস্ট জাতীয় শোক দিবস উপলক্ষে শুরু হয়েছে বৃক্ষ রোপন কার্য ক্রম,primary,0,real
ইসরাত জাহান শোষে আপনাকে মেসেজ পাঠিয়েছে।,social,5,real
"এই বিভাগের একটি আপডেট:

service: Foodpanda · event: আমরা লেনদেন করেছি · amount: ১,২৫০ টাকা · date: ২৮ জানুয়ারি

ভালোবাসি, স্বাগতম Foodpanda!
আমরা ২৮ই জানুয়ারি প্রথমবর্তী লেনদেন হারিয়েছি ১,২",updates,2,synthetic
🎂 ঝর্না আক্তারকে জানাতে দিন যে আপনি আজ তার জন্মদিনে তাকে নিয়ে ভাবছেন!,social,5,real
২য় সেমিস্টারের ফলাফলের জন্য আবেদন।,important,3,real
"ব্যাংক নিরাপত্তা সতর্কতা নথি আপনার

org: BTCL

action: নথি সঙ্গে আনুন

ডাক্তারমানে, আপনার ব্যাংক এবং সংক্রমণের অবস্থা। আপনার নিরাপত্তা নথিটি যদি পেয়েছিলেন, তবে আমার কাছে এইটি আনুন।

এইনি, আপনারই अद्य!",important,3,synthetic
একজন কাস্টমার নূন্যতম ৩৫০০০ টাকা পন্য অর্ডার করার মাধ্যমে অফার আছে।,promotions,4,real
"ঘরে বসে ডিজিটাল মার্কিটং এর কোর্স করে আয় করার সু্যোগ, ই আইটি",important,3,real
সুবর্ণ জয়ন্তী মেলা 2022,important,3,real
বৃষ্টির পানি পানের জন্য নিরাপদ নয়: গবেষণা,important,3,real
"সাক্ষরতা দিবস বিশেষ! আজ, এবং প্রতিদিন উদযাপন! (অতিরিক্ত 20% ছাড়)",updates,2,real
"topic: অফিসিয়াল নোটিশ · org: BTCL · action: নির্ধারিত তারিখে উপস্থিত হন

ভীষণ নেত্রীভয়ের মধ্যে, আমরা এই বিষবস্তু আপনার কাছে আরও সুপরিচিত করতে চাই।

নির্ধারিত তারিখে (উদাহরণস্বরূপ, ১৬ই জানুয়ারি, ২০২৩)
ব্যক্তিরা ৩টি “Covid-19” Doha Nui (দ্বিতীয় ডোজ)",important,3,synthetic
"scheme: শ্রেণীর ক্রিপ্টো পেমেন্ট সিস্টেম এর আইডিয়াস। ভুলে গেছি? তাহলে নতুন অ্যাসসোসিয়েটিভ ক্রিপ্টো হিসাবে 2% ছাড়টির জন্য 24-বছরের মধ্যে 500,000",spam,1,synthetic
"ভাই রিয়া, আজ আমি তোমার সাহায্যের জন্য একটি বিষয়ে নতুন বলছি। আমার এই কাজটা এখনও কঠিন, কিন্তু প্রতিদিনই চলেছে।

জোড়াপয়েন্টসের 'অফার'টা, ১২",primary,0,synthetic
"সমস্ত সময় পরিবর্তে, আপনি আপনার পরীক্ষার ফলাফলকে জানতে চান, বিশ্ববিদ্যালয়।

subject: ভর্তি /পরীক্ষার ফলাফল

বিশ্ববিদ্যালয়,
ভগবতি,

আজ আপনার পরীক্ষার ফলাফলকে জানতে পেরেছি। ১০০%满意的ফলাফল।

আমি নিশ্চিত, ২০০৩-এরা $$98$$।
আমি ১০০%টি ভর্তি।

ধন্যব",important,3,synthetic
"সাকিব সেন,

ধন্যবাদ জানানো হচ্ছে। আমার পুরোনো ক্লাসমেট মনে আছে, কিছু ধারণা আদেশের জন্য ব্যবহার করা যায়।

জানা,

সাকিব
রংপুর",primary,0,synthetic
এটা এখানে! আপনি কি নতুন দক্ষতা {স্ট্যাক} করতে প্রস্তুত?,primary,0,real
"বীমা দাবি করতে আমি চাইছি, ২৭ এপ্রিলে আমাকে উপস্থিত করার আনুষ্ঠানিকতা

ঝাঁকঝাঁক!
বীমা দাবি এবং সরকারি অফিসের (ব্যাংক) সংস্থা (ইংরেজি: organization) - Bangladesh Bank -এর সাথে আলাপ कीর्तি।

আজকে, ২৭ এপ্রিল, ২০২৩, ১০:০০ A.M.।

আমি ২৭ এপ্রিল, ২০২৩-এর",important,3,synthetic
"তাহমি শহীদ উদ্বুদ,

আজ আপনার অফিসিয়াল নোটিশটির বিভাগ: অফিসিয়াল নোটিশ · হ্যান্ডস: Bangladesh Bank · একাদশ অক্টোবর ২০২২

নতুন অফিসিয়াল নোটিশটির প্রসঙ্গ - topic: ৪য় ডোজ /গুণতল /স্কাউট /সেকারেল
হ্যাঁ, ৪ম মাসের ১৫ই অক্টোবর, ২য় ডোজেরা (যদি ২য",important,3,synthetic
"৬৪ জেলার ১০,০০০+ রেস্টুরেন্ট!? 🤯",primary,0,real
"OTP শেয়ার করতে বলা
আজই আপনার OTP হাতে পুরোপুরি। আপনার মোবাইলের নম্বর ১২৩৪৫৬৭৮ এবং OTP ৫৬৯৩এই দিয়েছি, এটা আজই আপনারকে শেয়ার করা হচ্ছে। এ",spam,1,synthetic
০২ অক্টোবর জাতীয় উৎপাদনশীলতা দিবস। এ বছর দিবসের মূল প্রতিপাদ্য বিষয়-“অপ্রতিরোধ্য অগ্রযাত্রায় উৎপাদনশীলতা”।,primary,0,real
সারা দেশের ঈদের বাস টিকেট কিনতে ক্লিক করুন: bdtickets.comকল: ১৬৪৬০,primary,0,real
"বুকিং ডট কম আপনার খুশির জায়গা খুঁজুন, আমিনুর – ১৫% কম",spam,1,real
"আমি আপনাকে এই নতুন ইমেইল লেখা করার জন্য একটি উদাহরণ দিতে পারি:

স্যার / ম্যাট্রিক /",social,5,synthetic
খবর প্রতিদিন। ২৪ মে থেকে ১লা জুন এর মধ্যে আমাদের সাবস্ক্রিপশন চালু করলেই পাবেন ৫০% পর্যন্ত ছাড় ।,primary,0,real
"এই মৌসূল থেকে একটি নতুন সোশ্যাল মিডিয়া বিজ্ঞপ্তি লিখা।

---

মেমনো,
এমনকি শীঘ",social,5,synthetic
ডিস্কো বল ঝুলন্ত প্ল্যান্টার,promotions,4,real
"স্বাগতম সেরা দিন, সুযোগপ্রদানকারীদের জন্য!

আপনার মহীভবনা জুতার কালেকশনটি পরিষ্কারভাবে পরিভ্রমণ করার জন্য ৩০% ছাড়কে সিরিজেই পাবেন! 💃‍🔥

এই বিভব",promotions,4,synthetic
"মোঃ আসাদ গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""Durjoy💞🌼""।",social,5,real
"relation: পুরোনো ক্লাসমেট · intent: একটি খবর জানানো · name: হাসান · place: রংপুর

মহিলা হাসান সিরিজতে চলতেই শুরু হয়েছিল, আমি তারকেই আশ্বাস দিচ্ছি।

ড্র. মোহাম্মদকেয়",primary,0,synthetic
"তানবীর আহমেদ শাব্বির গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""সেভেন স্টার ব্যাচেলর পয়েন্ট, অর্নি ভ্যালি""।",social,5,real
সেবার মান আরো উন্নত করার জন্য রয়েছে অভিযো বক্স।,spam,1,real
ফেসবুকে বন্ধু হতে চান সজিব চন্দ্র পাল,social,5,real
"স্মার্ট এক্সপোর্টস থেকে আপনার কৃতজ্ঞতা পেয়েছি। এখনি আমাদের নতুন গাড়িটির ইলাইকশনকারীদের জন্য আগের বছরের কিছু তথ্যসমূহটি দিতে চাই।

এটা ১০টা",spam,1,synthetic
আপনে চাইলে প্রোগ্রামিং হিরোর কোর্সটি রিসেট দিতে পারেন ফলে ভিডিও গুলো প্রথম থেকে দেখতে পারেন।,primary,0,real
"ফারজানার সিনেমা হলে কোথায় দেখার সুযোগ পেতেছিলাম? আমি চট্টগ্রামের বিভিন্ন ক্লিবগুলোর সাথে যোগাযোগ করছি। এখন, ১ইইউএনএন (1-ইউ-এন) প্ল্যাটফর্মেই",primary,0,synthetic
টিকটক অ্যাপ রেফার করে আয় করুন হাজার হাজার টাকা।,primary,0,real
"সহজ সুযোগ স্মার্টফোন জিতার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার স্মার্টফোন,ডায়াল করুন *213*66554#, মাত্র ৳২.৬৭/দিন/প্রশ্ন",promotions,4,real
[চাকরি] একটি সতর্কতা তৈরি করুন যাতে আপনি মিস না করেন,updates,2,real
"WASA অ্যাকাউন্ট ব্যালেন্স ঘু见শুনো, আমি এখন যতটা জানতে পারি তুমি ৮৯৯ টাকা ব্যয় করেছে। অক্ষমেরা, আমরা আছি। দয়াfully, WASH সিস্টেমের ২৪/৭ সারবদা সরকারি সরকারি সহয়তার",updates,2,synthetic
সেলার সেন্টার পাসওয়ার্ড সম্পর্কিত জরুরি বিজ্ঞপ্তি!,important,3,real
"service: WASA
বিজ্ঞাপনের জন্য রিচার্জ সফল হয়েছে | আপনার ক্রমিক নম্বর: ১২-৩৪-৫৬-৭৮
সংখ্যা: ৳ ৩,৪৯৯
তাজা তারিখ: ৩ মার্চ",updates,2,synthetic
Scribd স্বাগতম!,spam,1,real
"তানিয়া দেবার জন্যে ধন্যবাদ, এখন পূর্ববর্তী ক্লাসে। আমি তোমাকে ২৬ জুন শনিবার, ২:৩০টা থেকে ৩:০০টা পর্যন্ত দেখা করতে পছন্দ করি। আমার সময়ট",primary,0,synthetic
"৩০দিন-১৫জিবি+৩০০মিনিট-৩০০টাকা, ডায়াল *১২১*৩২০৬#",promotions,4,real
"স্যার,

শুভেচ্ছা করি। আমার কাজে একটি সীমিত সময়ের সুযোগ আছে।

স্ট্রিট একাউন্টটি বাংলাদেশি ব্যক্তিদের জন্য অতি সুবিধাজনক। 15-20% শক্তিশালী হতেও পার",spam,1,synthetic
"বাংলালিংক Apex কম্বো প্যাক: ফ্রি ডেলিভারি মেনে আসুন এই সপ্তাহে!

ম্যানুয়াল এবং লেকচার থেকে আরও বড় কিছু। 3D প্রিন্টেড রোবট কুকুর, Scientist and Engineer Kit, Science Magic Kit - apex@sciencegames.com /",promotions,4,synthetic
"নতুন ইমেইল:

subject: চাকরির নিয়োগপত্র · org: বাংলাদেশ ব্যয়নী

ভাষার কিছু জিনিসগুলো পছন্দের নতুন একটি বিভাগের জন্য নিয়মিত চাকরির নিয়োগপত্রটি প্রকাশের জন্য।

অতিথি,

আমরা খুবই আশা করছি, আমাদের কোম্পানির ১০-এজেন্টস (ওয়াইওয়ার্ড) एকটি প",important,3,synthetic
"বড় ভাই রনির কাছে,
কৃত্রিম অনুষ্ঠানের সময় আমাদের দু’জনের মধ্যে আমি গভীরভাবে আনন্দিত। ১৪ই ডিওয়েব্যাস্টম্যানোতেই, ৪টি হাসপাতালের একটি শহর,",primary,0,synthetic
[ওয়েবিনার] ProspectNow দিয়ে এখনই আরও বেশি অর্থ উপার্জন করুন,primary,0,real
"সত্য টিভির ""ক্যান্ডসি ওয়েলার্ন ফ্রি ইউজিং ডাটা স্ট্রাকচারের নীতি""",spam,1,real
"নূর ই তামান্না কানিজ গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""CSE-409 প্যাটার্ন রিকগনিশন""।",social,5,real
বাড়ি ফেরার পথে আপনাকে আপনার জন্য একটি $1 বার্গার নিতে হবে। আমি নড়তেও পারছি না। যন্ত্রণা আমাকে মেরে ফেলছে।,primary,0,real
ব্যবসা বাড়াতে চান? তাহলে pandago ব্যবহার করুন!,spam,1,real
আসুন আপনাকে আরও ভালভাবে জানি! 🥰,promotions,4,real
মনির জন্য সাপ্তাহিক ফেসবুক পেজ আপডেট,updates,2,real
"আপনার সাথে শেয়ার করা ফোল্ডার: ""7ম সেমিস্টার প্রজেক্ট""",important,3,real
"স্মার্ট হোসেন স্যার
01713574249
ফারজানা ম্যাডাম
01713727965

আপনার অবক্ষণে জীবনের জটিলতা এবং প্রয়োজনীয়তা, জীবনের কৌশলগুলির জন্য একটি গুরু",spam,1,synthetic
"শেষের যৌথভাবে প্রাথমিক কর্মকর্তা আপনার সুস্থ হওয়ার জন্য সরকারি পদক্ষেপগুলি কর্তব্যতালতে অনুসরণ করছেন। আমরা এইভাবে আপনার জীবনমুখোমুখি।

আমাদের চাকরিখাতি, বিভাগ: important, এটি 12/27/2023 12:34 PM-এ প্রদত্ত।

আপনি ""তামা"" (তামালে) ""পলিটেকন"" (এইচএমএল",important,3,synthetic
স্মার্টফোন আপডেট করার জন্য ভুয়া ব্যাংকের নতুন স্কুইজ পরীক্ষা। আজই খেলুন এবং ৫০%ক্যাশব্যাক! শেষ সুযোগ! 💥🔥,spam,1,synthetic
"এজ ফাংশন, হেডলেস কমার্স সামিট বা রোডশোতে আইআরএলের সাথে দেখা করুন, স্কেলে জ্যামস্ট্যাক — নেটলিফাই এপ্রিল নিউজলেটার",promotions,4,real
ব্র্যান্ড নতুন বার্ন প্রোগ্রাম মধ্যে একটি ক্লাসিক,spam,1,real
মনি আকতারের ছবিতে মন্তব্য করেছেন সাকিল খান রেজ।,social,5,real
আপনার pandamart অর্ডারে থাকছে Tk 120 ডিসকাউন্ট। 🛒⚡️️,updates,2,real
(কোন বিষয় নেই),spam,1,real
Coursera এ এই সপ্তাহে প্রবণতা,promotions,4,real
আপনের যাচাই করোন কোড হল - 413769৷ এখানে নিবন্ধন করুন J100881.jade-ai.com,updates,2,real
"scheme: প্রেমত্ব সৃষ্টি করুন · lure: আমাদের লাইনের মধ্যে পড়ুন তাইল-অ্যাকশন · urgency: ২৪ ঘণ্টার মধ্যে

Subject:

আপনার নিজস্ব এবং পরিষ্কার কথা শোধো, অথচ বিস্তারিতভাবে",spam,1,synthetic
লাইফটাইম মেম্বারশিপে এ যাবতকালের সবচেয়ে বড় ছাড়,primary,0,real
"scheme: লটারি জেতা · lure: সীমিত সময়ের সুযোগ · urgency: এখনই

মহিলাদের ক্ষমতার লাভের জন্য ক্লিক করুন।

সীমিত সময়ের জন্য, 'এককান্তি' লটারি জেতা হোন!

১০জনেরও বেশ",spam,1,synthetic
ওয়েবসাইটে অর্ডার করলেই পাচ্ছেন ৫% ডিসকাউন্ট। কুপন কোড: flat5 ওয়েবসাইটঃ oneummahbd.com,promotions,4,real
"বাংলালিংকে আপনাকে স্বাগতম।, প্রিয় গ্রাহক, আপনি কিছুক্ষণের মধ্যেই ইন্টারনেট সেটিংটি পেয়ে যাবেন। দয়া করে এটি সেভ করুন।",primary,0,real
"ডেলিভারি আপডেট: ট্রাফিক স্টোরুয়েশন

নজর দিয়েছি, আমার ট্রাফিক স্টোরুয়েশনটি অনুসন্ধান করা হচ্ছে। সমস্যা, সবচেয়ে বড়ইয়েরটা ছিল, Nagad-এর ১২,০০০ টাকা আপডেট",updates,2,synthetic
"আমরা টেনাস্কা iv-এর জন্য স্পট বিক্রয় থেকে সমস্ত অর্থ পেয়েছি
অক্টোবর 2000, টেনাস্কা iv বিক্রয় এবং $0 ছাড়া। 04 ফি।
মেগান",primary,0,real
85% পর্যন্ত ছাড়- MERN এবং Python। এক্সক্লুসিভ অফার শীঘ্রই শেষ হবে,updates,2,real
"নতুন ইমেইল:

---

subject: যাচাইকরণ কোড

বিভাগ: important
org: BTCL
action: নথি সঙ্গে আনুন

ভাড়ামোল্যানী আলিমো
বাংলাদেশের আদালত, <স্থান>
য়াহুয়ার 1/2023, আটকীয়া

আপনার জন্য একটি নতুন সংযোগের মধ্যে যাচাইকরণ কোডটি 785312।

এই 785312-এর মাধ্যমে, আপনি এখনই স্বয",important,3,synthetic
"নতুন প্রসঙ্গে সোশ্যাল মিডিয়া বিজ্ঞপ্তির একটি নতুন ইমেইল:

নতুন প্রসঙ্গ:
- ১",social,5,synthetic
"Star Cineplex জানো? আপনি Star Cineplex থেকে বিভিন্ন উইন্টার সেল পরিবারগুলোকে কিছুটা ধীরে ধীরে দিচ্ছি।

সবচেয়ে লাভদায়ীকরণ হল ৩০% পর্যন্ত ছাড়!
ওয়াইন্টারসাল",promotions,4,synthetic
ফেসবুক পাসওয়ার্ড পরিবর্তন,updates,2,real
বিক্রয় অ্যাপে পন্য কেনা বেচা একদম সহজ ও নিরাপদ।,promotions,4,real
"স্যার/স্যারিয়া,

এখনই আপনার মোবাইল ফোনের উইজেট গুলোর শেয়ারের কথা শুনছি। আমাদের কর্তৃক গুনামা 10,000 ডলারের সিক্রেট শেয়ার শুরু হচ্ছে!

আমি",spam,1,synthetic
"platform: WhatsApp গ্রুপ · action: একটি ছবিতে ট্যাগ · who: 'Barishal University Students' গ্রুপ
অনুরোধঃ আমাদের সার্বিক গ্রুপ",social,5,synthetic
"💬 মোঃ, আপনার নেটওয়ার্কে এস এম সাইফুল ইসলাম যোগ করুন",social,5,real
"Vocab Grammar, Chapter-1.pdf",spam,1,real
"প্রশংসার জন্য পিজার হোটেল খাবারের জুতার কালেকশনটি পরিষেবা স্থাপনকারীদের সম্পৃক্ত ক্যাম্পাসে ৫০% ছাড়ে! এই অফারটি ৩ দিনের বাকি, ২০মে, ২১মে",promotions,4,synthetic
"একটি নতুন ফেসবুক নোটিফিকেশন পাঠানোর জন্য ইমেইল:

ফ্রেমওয়ার্ক: Facebook · একটি কমেন্ট ·",social,5,synthetic
আগামী ১৭ই আগস্ট জাতীয় শোক দিবস উপলক্ষে ইউনিভার্সিটিতে কালো ব্যাচ পরিধান করা হবে।,primary,0,real
"আদালতের নোটিশ কেন্দ্রীয় পরিচয়

নির্দিষ্ট করেছি আপনার কোন নোটিশ। এই সমস্ত তথ্য:
- নোটিশের নাম: [আদালতের নোটিশ]
- একাডেমি/কোম্পানি: [BTCL]
- অ্যাকশন: [দ্রুত যাচাই]

আমি বুঝতেছি, এই নোটিশটি আপনার কমপ্লেক্সতা।

আপনারইকে [BTCL]এর [নোটিশ]কে [দ",important,3,synthetic
জ্বালানি ও বিদ্যুৎ সাশ্রয়ে সরকার কর্তৃক গৃহীত পদক্ষেপ বাস্তবায়নে সহযোগিতা করুন।,important,3,real
"মোঃ রাজীব সিকদার গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""বগীরহাট ইউনাইটেড ক্লাব।""",social,5,real
"মজুমত আল কামরা স্কোর রাগের জন্য একটি লাইন আমাকে আপলোড করেছেন।

আমি কেবলই শোকে",social,5,synthetic
ইভিএম হ্যাক করা বা অনুমোদিত ব্যক্তি ব্যতীত ভোটদান এবং ভোটগ্রহন করা সম্ভব নয়- ইসি,important,3,real
এখন 50% সংরক্ষণ করুন!,promotions,4,real
“প্রতিটি পশুর চামড়া যথাযথ সংরক্ষণ করি শিল্প সমৃদ্ধ বাংলাদেশ গড়ি’’- বাংলাদেশ ট্রেড এন্ড ট্যারিফ কমিশন,promotions,4,real
"চালাকী শুভ দিন, আপনার ভবিষ্যৎকে একটি উন্নয়নশীল পথ অনুভব করার জন্য।

এইসাড়েই Apex কম্বোপ্যাকের ২৫% ডিসকাউন্ট।

কোড: 'AP25OFF'

আজ রাত ১২টা পর্যন্ত, **প",promotions,4,synthetic
"আপনার কর্মী নিবন্ধন সম্পন্ন - (NID 1234567890)

নথি সঙ্গে আনুন।

আপনার কর্মী নিবন্ধন এখনো না হয়েছে। আমাদের প্রতিষ্ঠানের জন্য সবচেয়ে ভালোবাসা, ১২৩৪৫৬৭৮৯০-এর কর্মীদেরকেই সম্পন্ন করতে হবে।

আপনার কর্মসূচিরওয়ালারা, NID 12345678",important,3,synthetic
আপনার ফেসবুক আইডি অন্য ডিভাইসে একসেস দিতে চাইলে ৪৫৬৭ কোডটি প্রেস করুন।,updates,2,real
"ঘনিষ্ঠ বন্ধু রনির কাছে,

ধন্যবাদ বরিশাল থেকে এই ইমেইলটি পাঠানোর জন্য।

আজকে আমার কাজের কিছু অগ্রগতি জানানো হলো:

1. নতুন একটি Office 365 Pro Plus 2023-09-01 EDU license 1",primary,0,synthetic
সেভ: রোকেট · অবাংশ: একটি লেনদেন সম্পন্ন · মূল্য: ৫০০ টাকা · তাজ্জব: ৩ মার্চ,updates,2,synthetic
Fiverr সফলতার গল্প। আপনি পরবর্তী এখানে বৈশিষ্ট্যযুক্ত করা যেতে পারে.,promotions,4,real
ঈদের সালামি বিকাশ অর্ডারে!,primary,0,real
কথোপকথনে বার্তা পাঠালেন আনুশকা রায় প্রিয়া,social,5,real
আপনার অর্ডারটি  টিম রিসিভ করেছে কনফার্মেশনের জন্য অতিদ্রুত কল করা হবে।,important,3,real
"নুসরাতকুম্ভকর্তা কুমিল্লা থেকে,

ভীমপুর চার্টার

নতুন ইমেইল লেখছি তোমার সাথে।

দিনের জন্য আমি যৌথভাবে “আমন্ত্রণ” দিচ্ছি ২০২৪ সালের “বিভাগ: primary” অন",primary,0,synthetic
"বীমা দাবি - আপনার নির্ধারিত তারিখে উপস্থিতি

আপনার ১৫শে মে ২০২২তে আছেন? অন্যদিকে, আমরা একটি বীমা দাবির জন্য প্রস্তুত। ১৫শে মে ২০২২তে, আপনার কম্পনিকে সবচেয়েও শক্তিশালী।

আমরা ১৫শে-এর-ব্যাংক 09:00-এ,কিছু টাকা 150,000 (পঞ",important,3,synthetic
"সবাইকে নতুন বছরের শুভেচ্ছা।
দুগ্ধ ও দুগ্ধজাত পণ্য নিয়ে আপনাদের সুস্বাস্থ্যের জন্য পাশে আছে শিলাইদহ ডেইরীর ব্র্যান্ড
আল্ট্রা",promotions,4,real
"১৪মিনিট ৯টাকা,মেয়াদ ১২ঘন্টা",promotions,4,real
"ধন্যবাদ মেহেদীকুমার। আমাদের সাথে থাকা প্রতিদিন খুবই জনপ্রিয়।

শুধু অনুপস্থিত শপিং করতে হবে।

এখন আমরা ৫% ছাড়ের কোনো নতুন একটি পণ্যটি হাজির",primary,0,synthetic
আগামী ১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হবে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।’’-বাংলাদেশ পরিসংখ্যান ব্যুরো।,spam,1,real
ম্যানেজার একজন সহকর্মী লাইভে এসেছে। আপনার প্রবেশ করুন এবং তার কোনো নতুন য,social,5,synthetic
"সাকিবকে,

এখন বরিশালে আমরা পরিষ্কার কাজ চালু করছি, দেখো বিস্ফারা হয়েছে।

সেইটার ফুলগুলি এখনও মুষড়াচ্ছে, আমি তাদের পথ-পরিসরেই দেখতেছি।

চলবাঁধনি,",primary,0,synthetic
টাকা পেতে এখানে ট্যাপ করুন। বাড়িতে তৈরি খাবার 60 ছাড়!,promotions,4,real
আমাদের এ সপ্তাহের ম্যাগাজিনটি পাবেন আপনার নিকটস্থ স্বপ্ন আউটলেটে - স্বপ্ন,spam,1,real
"মায়নুদ্দিন তুহিন, এই হল আপনার নতুন টাইমলাইন আপডেট",updates,2,real
"তানিয়াকী মশাহরী,

খুলনায় থেকে আসি।

আশা করছি, তুমি সুন্দরভাবে কাজ করছো আজ। আমার শিক্ষককে দেখা করতে চাই।

আমি ৩ই জুলাই থে Krishna’s Bliss Scholarship Sertifikation Class ৩ের মধ্যে slot",primary,0,synthetic
আপনি এই সপ্তাহে 4টি অনুসন্ধানে উপস্থিত হয়েছেন৷,social,5,real
"সাকিব দয়া লইয়ে,

এখন শিক্ষার্থীদের এই মাসের বর্তমান অধ্যয়ন স্থলীপ্তির জন্য আমরা ৩০% কম ছাড় পাচ্ছি।

বড়ো কিছুরও পছন্দ করা, এইটেও ৩০% ।

স",primary,0,synthetic
"এমনকি একটি আমন্ত্রণ সংগ্রহের উদাহরণে:

শিবাজি পেজ, Bangla Tech

এমনকি আমন্ত্রণ দিতেছি,
একট",social,5,synthetic
"আপনার সাথে শেয়ার করা ফোল্ডার: ""শানজা""",updates,2,real
"service: Daraz · event: রিচার্জ সফল · amount: ৭৫০ টাকা · date: ৯ ডিসেম্বর

দয়া-লাগিয়ে আমি পুরানো রিচার্জটি সফলভাবে চেک করেছি। আপনার ব্যাংকের নাম্বারটি আপডেট করা হয়েছে। এই অংশটি আপনার ব্য",updates,2,synthetic
এখন আপনার সমস্ত সুরক্ষা বৈশিষ্ট্য পুনরুদ্ধার করুন,updates,2,real
"ভোগবান কর্তৃপক্ষের অনুমোদনে অনুসরণ করে আজ ১২ জুন সকালে WASA অ্যাকাউন্ট ব্যালেন্স ৭৫০ টাকা কমেছিল।

আপনার গতির উত্তরাধিকারীভাবে, আমি এই অ্যাকাউন্টটির বিমান চালা।

য",updates,2,synthetic
"ফেরদুস আহমেদ অনিক কথোপকথনে একটি বার্তা পাঠিয়েছেন ""ভয়েড কোডের পরিচালনা কমিটি।""",social,5,real
10টি বই যা আমার জীবন বদলে দিয়েছে | Mission.org-এ Caelan Huntress,promotions,4,real
"বিভিন্ন রিসোর্স, টিউটোরিয়াল সম্পর্কে জানতে আগ্রহী হলে নিচের চ্যানেলটি সাবস্ক্রাইব করুন",primary,0,real
"৭৫০ মিনিট যে কোনো লোকাল নম্বরে ৪৫১ টাকা, মেয়াদ ৩০দিন, ডায়াল *১২১*৫১৩২#",spam,1,real
ভারতকে 'ইন্ডিয়া' বলা হয় কেন?,promotions,4,real
